Hotel_Name,Hotel_Address,Review_Count,Non_Review_Scoring_Count,Average_Hotel_Score,avg_hotel_feature,avg_room,avg_hotel,avg_breakfast,avg_staff,avg_bed,avg_location
H tel Exquis by Elegancia,71 Rue de Charonne 11th arr 75011 Paris France,920,58,8.9,7.860736607098552,7.5532539142630375,7.996696175056277,7.837813495474541,8.495767811093696,5.901213777325877,7.919104698298778
Room Mate Carla,Mallorca 288 Eixample 08037 Barcelona Spain,1257,122,8.9,7.859857760293311,7.406644487379795,7.770427584794737,8.037576721926756,8.42955139711631,6.917831723436706,8.203507471742599
H tel de Lille,40 rue de Lille 7th arr 75007 Paris France,533,78,8.9,7.858654373393137,7.142672915426251,7.976060741337254,7.245626232492289,8.676292747467597,6.071800784370688,8.348346052126866
XO Hotel,25 Rue Theodore de Banville 17th arr 75017 Paris France,49,1,8.9,7.852285956185839,7.571011967883654,7.87247762099833,7.5990102138848155,8.556467108257067,,8.019437799043063
Hotel Les Bains Paris,7 Rue Du Bourg L abb 3rd arr 75003 Paris France,153,36,8.9,7.846880260225847,7.980998249423489,7.6955609630848585,6.65861859736057,7.96257313159374,,8.015835042150831
Camperio House Suites Apartments,Via Camperio 9 Milan City Center 20123 Milan Italy,567,67,8.9,7.842271997628328,7.827940742630703,7.504027859057444,7.859338865188962,8.26019638196662,5.542418657854601,8.102922000948316
Splendid Etoile,1 Avenue Carnot 17th arr 75017 Paris France,486,75,8.9,7.842076015251979,7.720888677199226,7.284143781924846,6.543040124662716,8.490448260003806,5.894827147941027,8.226128768891927
The Kings Head Hotel,214 High Street Acton London London W3 9NX United Kingdom,200,39,8.9,7.839574332605443,7.800020250487712,7.745754153390987,7.722719432786683,8.419896127536315,6.290345386375191,8.511363636363637
Hotel Saint Petersbourg Opera,35 Rue Caumartin 9th arr 75009 Paris France,2412,211,8.9,7.839248066112399,7.687508364409135,7.586261189500834,7.303606304040047,8.405522948058351,6.06568709798634,8.192230928444708
Hotel Bagu s,La Rambla 105 Ciutat Vella 08002 Barcelona Spain,390,76,8.9,7.836770525156799,7.145410943628069,7.853933868153542,7.21345080986331,8.518449461495678,6.505719369598373,7.943758544087492
Chambiges Elys es,8 rue Chambiges 8th arr 75008 Paris France,858,122,8.9,7.835930821079492,7.608343627033977,7.9714000835714875,7.4592603046354915,8.439615685481353,5.642330597719515,8.277221325493361
Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,988,153,8.9,7.829370846008329,7.158461734610738,7.67040969349948,7.787784454563116,8.303621841870186,6.251294383645948,8.336305640133393
INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,2574,440,8.9,7.8287985295208316,7.39311445219888,7.744026721734308,7.684267980843549,8.50265669608916,6.0211075335630495,8.24337869525733
Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,2369,229,8.9,7.799681183808488,7.32719006915348,7.676414155282016,8.002258634478663,8.482682677156417,6.0837760549059485,8.294977590697112
Select Hotel,1 Place De La Sorbonne 5th arr 75005 Paris France,1145,118,8.9,7.79713844846377,7.380215839703512,7.853908352860523,6.986881995115099,8.467119174247404,5.967979006549238,8.357593201754387
Jaz Amsterdam,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,7108,514,8.9,7.792176191848965,7.75866417825877,7.612805946904695,7.66730804870899,8.249481220889969,6.098778279105236,7.969971562697482
Arbor City,12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,2197,404,8.9,7.7773838844524095,7.683580884201518,7.773613388231942,7.164551130237281,8.327918499210119,5.909159291576315,8.140717739762442
Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,546,51,8.9,7.7635732056949855,7.42932954904315,7.552910793921262,8.19493399794809,8.327033928300551,5.510676156583631,8.128068751424015
Hotel Le Sainte Beuve,9 Rue Sainte Beuve 6th arr 75006 Paris France,143,22,8.9,7.759530296305238,6.96442300409029,8.322396702574217,5.7966324518379935,8.630573283414419,3.5756227758007118,8.282296650717704
H tel De Buci by MH,22 rue de Buci 6th arr 75006 Paris France,194,32,8.9,7.754095943164811,6.894022044558254,7.547788725564569,8.677572238147654,8.529024099478416,5.750508388408744,8.06070858965596
Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,404,57,8.9,7.74708670891587,7.96643104638832,7.480761433941907,5.7182032790615365,8.600775484891837,5.441312913065582,8.38715159109896
Vincci Gala,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,913,92,8.9,7.741784247665074,7.388242533106947,7.516416799423456,7.795743973880193,8.297439963050703,5.920733773936621,8.128003575371997
Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy,3774,379,8.9,7.741533015529582,7.5342630114965745,7.663280314907533,7.584860524112143,8.252951378014112,6.144884007170952,7.923159666843878
St George s Hotel Wembley,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom,2274,540,8.9,7.73652430271909,7.779673440718665,7.667724934879009,6.9536609027268215,8.222276017638158,5.8823704971312365,8.271348777927727
Pullman London St Pancras,100 110 Euston Road Camden London NW1 2AJ United Kingdom,3168,728,8.9,7.733993581276261,7.469355179770742,7.748124561677132,7.7226744338616085,8.236984545546399,5.907003602926549,8.119258029478084
London City Suites,42 46 Chiswell Street City of London London EC1Y 4SB United Kingdom,1744,417,8.9,7.718485407381651,7.524193441896937,7.608601493776796,7.264616370590335,8.335332086568052,6.099681509614522,8.089740160678376
Derby Alma,8 Avenue Rapp 7th arr 75007 Paris France,509,74,8.9,7.718387351634863,7.397519253168298,7.501288056946341,7.248058912429141,8.422535260085438,6.311218437552957,8.16769814853339
Nu Hotel,Via Feltre 19 B Citt Studi 20132 Milan Italy,1032,64,8.9,7.717849326845444,7.377922536989345,7.819672930619676,8.184488666276037,8.063103892492197,6.4767049168421815,7.913812641651978
London Marriott Hotel West India Quay,22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,2836,930,8.9,7.712852825505721,7.328985714024521,7.66130357261099,7.559295550003391,8.305715284286068,5.750256244157633,8.204179044639572
Novotel London Wembley,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,2924,832,8.9,7.706354884453286,7.679762011049386,7.577085801034726,7.3055430728681126,8.327972404356771,5.829907653105509,8.064975037274207
Courthouse Hotel Shoreditch,335 337 Old Street Hackney London EC1V 9LL United Kingdom,477,144,8.9,7.702169075913317,7.4770083351837515,7.917079863393966,6.650821240161131,8.064373085608763,5.647682293557993,8.462325686009896
Best Western Premier Kapital Op ra,34 rue de Moscou 8th arr 75008 Paris France,1444,141,8.9,7.699863442342827,7.648938155698495,7.546424039282639,6.932633867624007,8.388665116043889,6.263192679206914,8.113901449427766
Park Hyatt Paris Vendome,5 rue de la Paix 2nd arr 75002 Paris France,124,25,8.9,7.6862719542440665,7.947150526435388,7.732640469326859,7.8739191990696265,7.9160192969795045,5.724326385358414,7.7232129911555765
Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,2295,383,8.9,7.679134120424905,7.4860127592148515,7.5184463930765695,7.439036060902593,8.314270565986575,6.209063178814068,7.762609649122808
Palazzo Segreti,Via San Tomaso 8 b Milan City Center 20121 Milan Italy,392,45,8.9,7.678506266390887,7.183527274907842,7.757806991708836,7.161027272267602,8.601134795830655,6.20958312150483,8.371261961722489
The Royal Horseguards,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,2007,475,8.9,7.677660909478781,7.189657916469441,7.946699756216104,7.171543107660465,8.312833446547426,6.027957731135158,8.294440735383208
Austria Trend Hotel Savoyen Vienna,Rennweg 16 03 Landstra e 1030 Vienna Austria,4016,370,8.9,7.676916122282465,7.611458581311634,7.685230478480555,7.61404947701114,8.219193110322959,6.255436476048346,8.029950232554256
Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,310,122,8.9,7.65628790423009,7.480708845767171,7.142349970950779,6.396047841325516,8.198866919726377,,7.940669856459332
Hotel VIU Milan,6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy,219,30,8.9,7.654098256222524,7.596187025534851,7.691895662831966,6.814405622693028,7.977927101467072,,7.4433811802232865
The Marylebone Hotel,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,1738,411,8.9,7.65158073051342,7.066218116306103,7.780619440176388,7.327637740242961,8.349755180712709,6.029897376479352,8.131601547114014
Hotel Spa La Belle Juliette,92 Rue Du Cherche Midi 6th arr 75006 Paris France,303,36,8.9,7.636735901483075,7.044183591047254,7.761266415482392,6.821734211457755,8.350166860494515,5.140188103711235,8.086178076309656
Hotel Omm,Rossell 265 Eixample 08008 Barcelona Spain,631,91,8.9,7.633430660711609,6.764313194790112,7.7024441223678215,7.406863311639062,8.37205437215866,6.893009659379766,8.297430830039527
The Montcalm Marble Arch,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,2752,687,8.9,7.615145016363049,7.136316545316679,7.803013981035749,7.267383599865775,8.217358688768256,6.163271602407465,7.912802784754476
Col n Hotel Barcelona,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,1300,170,8.9,7.606160394295071,7.257784766288145,7.520589653703993,7.005204180458264,8.263172981686987,6.172250065266079,7.974919194152941
Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,1218,84,8.9,7.584616526091305,7.591701493405698,7.710102914042119,7.628727620662697,8.244122217830855,5.784475088967971,8.081102633734213
The Westbourne Hyde Park,51 Gloucester Terrace Westminster Borough London W2 3DQ United Kingdom,716,126,8.9,7.581064567692567,7.351337576350832,7.696500918437081,5.71161305701428,8.391303467334247,5.975216065073716,8.189580521817364
Maison Albar Hotel Paris C line,23 25 rue de Pont Neuf 1st arr 75001 Paris France,326,38,8.9,7.5808068758799045,7.690638856929948,7.6208110198905725,6.727247519520068,7.9495283121085825,5.990382985934588,8.17707949944792
St Ermin s Hotel Autograph Collection,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,857,231,8.9,7.5786357251675565,7.0907084452913836,7.830877945299301,6.7137977655403205,8.310022825937779,5.897483477376715,8.174737897551367
Park Plaza London Park Royal,628 Western Avenue London W3 0TA United Kingdom,425,131,8.9,7.574495794239775,7.446804321776185,7.264058863879682,7.156177193009752,8.104429853391633,7.085091509913574,7.560839795413299
Drawing Hotel,17 rue de Richelieu 1st arr 75001 Paris France,67,5,8.9,7.574352298698416,6.37711668265751,7.36545204740471,8.390554684734793,8.912372958487133,7.117819013726487,8.083433014354068
Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,1369,161,8.9,7.5705517610851,7.805265072644379,7.560125960351747,7.172192818139308,8.382044930283,6.632149211997966,7.880733652312601
The Laslett,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,623,149,8.9,7.565283827967231,7.142293645984375,7.777793998062217,6.979726068303089,8.23369287062947,5.754511947127605,8.16360816120123
Majestic Hotel Spa Barcelona GL,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,1769,337,8.9,7.490705779262153,6.842777773498336,7.563844653711517,7.0994754781115565,8.233575675601134,6.247981785670459,7.915435911206589
The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,470,77,8.9,7.453192000679746,7.060804607199092,7.386477140545187,7.009585859607349,8.095828584875205,6.477630910015251,8.411102653327534
Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,1110,303,8.9,7.420833598781555,7.113631703978174,7.482788271885905,7.464078775218688,8.121018101835466,6.03296776956773,7.935159684132727
The Franklin Hotel Starhotels Collezione,24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,70,20,8.8,8.441806346734031,7.927190783765545,7.8941296212006264,8.641698690397938,8.648925098178019,,8.623832308042834
Hotel Stendhal Place Vend me Paris MGallery by Sofitel,22 Rue Danielle Casanova 1st arr 75002 Paris France,141,12,8.8,8.13727830642304,7.7781893841842145,7.801120846609012,8.070594268956002,9.059927280082006,,8.12748677914883
A La Villa Madame,44 Rue Madame 6th arr 75006 Paris France,185,24,8.8,8.125616683885683,7.862037948795637,8.014242906994387,8.338016966095037,8.812608802432841,4.753812913065582,8.187752134346562
Morgan Mees,2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,507,62,8.8,8.0731042600669,7.6105896514736076,8.25186238810499,7.752768367295343,8.77210385231956,6.816471784443315,8.565893901420218
Hotel Daniel Paris,8 rue Fr d ric Bastiat 8th arr 75008 Paris France,43,9,8.8,8.03366633766935,6.531081149320809,8.152689273251404,7.306151084593214,8.51355109470597,7.1487036095577015,7.070175438596492
Grand Hotel Saint Michel,19 Rue Cujas 5th arr 75005 Paris France,625,80,8.8,8.022840744208803,7.392715461147726,7.9584777610494495,8.230488026603007,8.611989800736039,6.3851677681748855,8.534657350446826
Pol Grace Hotel,Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,2220,190,8.8,8.009730297744923,7.552008580160649,7.957507838007182,7.5565732421449665,8.610999813094576,6.305741157673034,8.035816033852962
Mercure Vienna First,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,516,56,8.8,7.995549625128409,7.516363482938523,7.920960942410646,7.970101001162967,8.396293147764238,6.20958312150483,8.138069804532472
Catalonia Port,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,701,95,8.8,7.988652618298526,7.497208162162002,7.7505338493689075,7.887614585555776,8.611358483829392,6.119513641755635,8.223204350728832
Hotel Vignon,23 Rue Vignon 8th arr 75008 Paris France,617,65,8.8,7.988483303913381,7.6011279635107565,8.033938223024881,6.489538036608181,8.392557010668959,6.635332994407728,8.385391746411484
Hotel Villa Lafayette Paris IX,46 Rue De Tr vise 9th arr 75009 Paris France,97,5,8.8,7.95595492394046,7.5440925143917585,7.315533255575785,7.779865694804766,8.437579005915962,,8.95713716108453
Le Marquis Eiffel,15 Rue Dupleix 15th arr 75015 Paris France,489,84,8.8,7.954614843938762,7.5772540075297234,7.8111792054099745,7.291095717247307,8.66185249182228,6.1785078800203355,8.335937245711683
Hotel JL No76,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,914,146,8.8,7.953735120208801,7.38759300789073,7.782500126435037,7.960741433651886,8.472100812647982,6.545905884595832,8.226433552167947
Hotel Vueling Bcn by HC,Gran Via 550 Eixample 08011 Barcelona Spain,1696,167,8.8,7.9514533298698575,7.5384327847844315,7.892770757503606,7.79775056953525,8.453481464528322,6.0158004806581316,8.215228997703802
Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,3598,279,8.8,7.936226887573745,7.1765958297385275,7.634140069841967,8.44239074692979,8.572708823684838,5.812970259278089,8.271154726400184
H tel Les Dames du Panth on,19 place du Panth on 5th arr 75005 Paris France,234,33,8.8,7.930505959912943,7.414259900812476,7.795688125441147,7.814495596489089,8.48613859044475,7.374237417386883,8.540912323807062
Hotel Barcelona Universal,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,807,111,8.8,7.920197154943433,7.304596776475232,7.926928134324584,8.152281642849417,8.535141649536214,6.098385866802237,8.366271069831443
Hotel Bachaumont,18 rue Bachaumont 2nd arr 75002 Paris France,625,88,8.8,7.909353743911791,7.1959604468883365,7.863395990571417,7.3793364192565285,8.400916102703034,6.349945983731571,8.396218520487526
Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,2094,211,8.8,7.9087837926432245,7.348772986592354,7.999381161110107,7.894064492164558,8.513524101018017,6.145090420509841,8.363652425980938
Le Tourville Eiffel,16 avenue de Tourville 7th arr 75007 Paris France,545,75,8.8,7.908746954665857,7.405787107172314,7.872177705327561,7.651096409751337,8.467191194008315,4.97946110828673,8.553827751196174
Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,667,103,8.8,7.885989539333313,7.550619979566588,7.735374627016639,7.254231621353603,8.546621983554129,6.3032634625161315,8.01698343079922
Nell Hotel Suites,60 rue Richer 9th arr 75009 Paris France,165,22,8.8,7.885818498326091,7.4286781617110345,7.779195656414591,8.63654750467715,8.095281620841615,6.20958312150483,8.462871751571443
H tel du Minist re,31 Rue de Surene 8th arr 75008 Paris France,949,83,8.8,7.879880344061504,7.416989012445667,7.628213846104903,7.947752727724253,8.559278184769893,6.0597846611954385,8.32633156317367
La Maison Champs Elys es,8 Rue Jean Goujon 8th arr 75008 Paris France,372,49,8.8,7.876355509938714,7.223812642766545,7.620778733360483,7.522907201005497,8.179563546587934,5.69827147941027,8.245818934963673
NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,1251,179,8.8,7.875079921779549,7.53582501325204,7.65860764628023,7.840876155734376,8.349429335138746,5.6641173106253175,8.05357735247209
every hotel Piccadilly,39 Coventry Street Westminster Borough London W1D 6BZ United Kingdom,1685,326,8.8,7.868957214884561,7.539611805218409,7.614787466813372,7.3696937195888,8.577620790968233,5.509936002870899,8.139312225569537
Der Wilhelmshof,Kleine Stadtgutgasse 4 02 Leopoldstadt 1020 Vienna Austria,1793,122,8.8,7.866994925849067,7.674427013563919,7.726684732509437,8.163721246616758,8.39835028334525,5.496462463989154,8.041877755887045
Amp re,102 Avenue de Villiers 17th arr 75017 Paris France,998,100,8.8,7.864956910818969,7.6280035676999836,7.758186273580134,7.8535442915783715,8.516526897861981,6.274370869344179,8.161432435813241
D clic Hotel,17 rue Duhesme 18th arr 75018 Paris France,360,21,8.8,7.861157628994365,7.830912614250366,7.842642112982349,6.668857764069374,8.419836534502561,5.989387391967464,8.527352472089314
Megaro Hotel,Belgrove Street Camden London WC1H 8AB United Kingdom,1803,392,8.8,7.82434236888831,7.591548982810163,7.372364362196321,7.8684113580710635,8.4882155264446,6.007209921145712,7.947687978179971
H10 Art Gallery 4 Sup,Enric Granados 62 64 Eixample 08008 Barcelona Spain,1693,208,8.8,7.821741389348189,7.373947435865433,7.994827470653708,8.041618209704877,8.295882926148293,6.007043639405022,8.285044881173633
Hotel Milano Scala,Via dell Orso 7 Milan City Center 20121 Milan Italy,1274,134,8.8,7.821019980346241,7.158230795558473,7.777595248321976,7.765315641194187,8.495814770865362,5.570691408235892,8.31441672362725
H tel Gustave,34 Rue Viala 15th arr 75015 Paris France,625,68,8.8,7.8179473374943065,7.3461932335484725,7.917406063725243,6.5025187086009,8.52855978778768,6.0029232333502796,8.267654275549013
H tel des Academies et des Arts,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,215,30,8.8,7.813670807761107,7.151613391910316,8.03800263674524,6.948538706578348,8.442365129818162,7.905312658871377,8.138502247353923
Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,1420,215,8.8,7.809456766564669,7.3095257170491985,7.797017486046242,7.7425729577092275,8.525941802113978,5.939152262328419,8.358101094042924
Hotel Georgette,36 rue du Grenier Saint Lazare 3rd arr 75003 Paris France,307,28,8.8,7.8049465904354935,7.402105593032547,7.726634805037172,7.765098707734092,8.78339883936663,6.839571682765633,8.451330741626796
Hotel Maison Ath n e,19 Rue De Caumartin 9th arr 75009 Paris France,346,31,8.8,7.801408857588841,7.08541396910512,7.756097329692003,7.836715313242656,8.54828030655011,6.8802268683274015,8.473165869218501
H tel Le Walt,37 Avenue De La Motte Picquet 7th arr 75007 Paris France,257,40,8.8,7.8013271796923265,7.192899694342212,7.8116911031112215,7.44190026487645,8.314944586687014,5.0610701576004065,8.026690348460683
Hotel Pulitzer,Bergara 8 Eixample 08002 Barcelona Spain,1746,256,8.8,7.7997069813404325,7.171580208084458,7.809702101611916,7.518588610665167,8.306264578309015,5.648867020117655,8.131979205005521
Hotel Granados 83,Enrique Granados 83 Eixample 08008 Barcelona Spain,573,82,8.8,7.7940323572712815,7.150169486341875,7.845143139944492,7.536971895728279,8.623344036001416,5.791751398068125,8.307375581811673
Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006 Paris France,560,63,8.8,7.791194846083621,7.504174408742439,7.450800965963688,7.685715615476197,8.376435582213377,6.288183600842472,8.22835861413689
Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,1068,181,8.8,7.780681037408332,7.362237617249484,7.686797772236249,7.491583037662389,8.444335933496323,6.2122884741085045,8.38244499322598
H tel Paris Bastille Boutet MGallery by Sofitel,22 24 Rue Faidherbe 11th arr 75011 Paris France,381,36,8.8,7.7727538508697,7.358541105697573,7.558017877914327,7.849057165972016,8.315011203038884,5.406011692933401,7.97693096377307
Hotel Le petit Paris,214 rue Saint Jacques 5th arr 75005 Paris France,221,40,8.8,7.76883382674323,6.825674706200906,7.966004779244424,7.818385222503642,8.511816233765101,6.6627955007625825,8.05299232930812
Room Mate Aitana,IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,4097,550,8.8,7.76484855636247,7.631227246843801,7.632641341116837,7.383109830689537,8.32903975452021,5.856160743171419,8.087560335560568
Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060 Vienna Austria,1324,88,8.8,7.760576911188498,7.566048479924517,7.56499419452452,7.914937878095482,8.199921448714571,5.824172373575765,8.15380437771545
25hours Hotel beim MuseumsQuartier,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,4324,391,8.8,7.756689713757088,7.211715205499725,7.93100729294441,7.669983413464383,8.439640489557425,5.920845262622749,8.261817835101589
Upper Diagonal,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,868,68,8.8,7.749936221918342,7.825528173823638,7.441934036419746,7.355634813464244,8.28838107397482,5.2319522114895785,7.695972886762362
Maison Albar Hotel Paris Op ra Diamond,4 rue de la P pini re 8th arr 75008 Paris France,1524,172,8.8,7.74103554553068,7.61687124546207,7.716642444375238,6.826611510003203,8.136182520929257,6.382155566853076,8.39151489427381
Ayre Hotel Gran V a,Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,4887,391,8.8,7.740379628846479,7.421960056557087,7.467787725666552,7.9015399113240035,8.386311846907258,5.958113334301692,8.07333619253124
Doubletree By Hilton London Greenwich,Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom,1805,487,8.8,7.736464465805955,7.419597543516891,7.827549353376436,7.781713941020896,8.285740426487038,5.847220728559696,7.924804262722923
Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,2768,879,8.8,7.734592747396822,7.616740758599577,7.617134103928907,7.520410732387899,8.131017014978596,5.945181013030798,8.223266173245616
UNA Hotel Cusani,Via Cusani 13 Milan City Center 20121 Milan Italy,1606,176,8.8,7.733395822090011,7.613846493897089,7.4501040577679944,7.578025962938088,8.283964818841191,6.418176701285496,7.954898465039263
Park Grand London Lancaster Gate,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,1519,289,8.8,7.7284804999843235,7.145365549991743,7.964565240981832,7.594964256869501,8.45943967042873,5.946568378240976,8.189921019859737
TWO Hotel Barcelona by Axel 4 Sup Adults Only,Calabria 90 92 Eixample 08015 Barcelona Spain,2336,185,8.8,7.726748768996396,7.400649270312579,7.589454755252015,7.317619296060162,8.343298287488508,5.743605008963691,8.064147830391025
The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,1039,243,8.8,7.719258490661539,7.407852575137835,7.603101299142862,7.265123312433635,8.321599374694511,6.140447381799695,8.131652226389068
Newhotel Roblin,6 rue Chauveau Lagarde 8th arr 75008 Paris France,1327,133,8.8,7.715885171069997,7.425544196542844,7.7349195586400485,6.83295471480694,8.301503730885083,6.113710786805825,8.407010067783096
Hotel Seven One Seven,Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,61,18,8.8,7.713728467547368,7.294454543924321,8.472177969959034,7.820195176214795,7.780600284076544,4.709964412811388,8.907944577352474
Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,2988,289,8.8,7.707654971457068,7.639548539601562,7.492360720649964,7.687679516856857,8.176611115344542,5.934896726215107,7.807544313481413
Les Plumes Hotel,10 rue Lamartine 9th arr 75009 Paris France,514,42,8.8,7.704458736144152,7.161478058879968,7.9248963770712475,7.443046419186836,8.457142375582988,5.833375699034062,8.164608137680354
H tel Madison by MH,143 Boulevard Saint Germain 6th arr 75006 Paris France,478,59,8.8,7.702315252409803,7.169687568381895,7.672098539005953,6.9900188734828115,8.484869972063509,6.229257752923234,8.29122318783973
Hotel Murmuri Barcelona,Rambla Catalunya 104 Eixample 08008 Barcelona Spain,375,76,8.8,7.692861686739253,6.902991083797022,7.565055509664319,7.632097891490115,8.498045324938278,5.521662112353838,8.226040307380021
Hotel West End,7 rue Cl ment Marot 8th arr 75008 Paris France,452,79,8.8,7.690986317085928,7.2808274787910925,7.842584314107983,7.43678453435046,8.333843218825388,6.775927808845958,8.221836788942053
Crowne Plaza London Battersea,Bridges Court Road Battersea London SW11 3BE United Kingdom,1071,301,8.8,7.690838774680503,7.578843189220641,7.543978087207527,7.800543481073816,8.145119420827946,5.567107269954245,7.236580872243305
The Drayton Court Hotel,2 The Avenue Ealing London W13 8PH United Kingdom,750,187,8.8,7.687791158848668,7.763378907236277,7.518976634805036,7.352040151535778,8.208997969200558,5.954129160561021,7.8694626175829185
L H tel,13 rue des Beaux Arts 6th arr 75006 Paris France,224,48,8.8,7.68244701975152,7.2642728137782155,7.836159156425428,6.9417336636834035,8.426893989605725,5.481698017285206,8.107172836397215
Grange Wellington Hotel,71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,1268,256,8.8,7.6793599297760675,7.8129670367961825,7.665858455002742,7.038658779769429,8.103863141596367,6.228696407388578,8.230477042998828
Crowne Plaza Barcelona Fira Center,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,494,54,8.8,7.6687087482065985,7.567134284061644,7.735656848082884,7.296370152196996,8.302654959946258,5.300775292323335,8.28474763110986
9Hotel Republique,7 9 Rue Pierre Chausson 10th arr 75010 Paris France,857,100,8.8,7.665661969090594,7.098285166178525,7.698088376603865,8.202327378845558,8.625833132014554,6.089268382862688,8.08981658692185
Les Jardins De La Villa Spa,5 Rue Belidor 17th arr 75017 Paris France,622,50,8.8,7.662492223510155,7.8647918605406115,7.486490563241629,7.36037171606267,7.967300967006614,5.481698017285206,7.9538049669628625
Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,478,140,8.8,7.658029345202861,7.469479465326055,7.625211723234146,6.853831991410106,8.163392701260566,6.239921199796644,8.088027834738362
Hotel Schani Wien,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,2464,174,8.8,7.6559232756357,7.275241769314344,7.415994618529245,8.134856975590333,8.323516467876077,6.699433510058827,7.742080388627952
Royal Garden Hotel,2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,2213,617,8.8,7.6555695114419,7.436322559184713,7.34558803153575,7.154373670269661,8.349213597046159,5.960183488079629,8.056814708611887
Hyatt Regency Amsterdam,Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,293,61,8.8,7.652552365406354,7.737009045678884,7.500024774433059,6.669300197198766,7.711579013406895,7.183019827147941,8.033612440191387
Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,267,32,8.8,7.650995384010063,7.005996973413934,7.996863836360877,6.5806408117173145,7.9937085540817145,5.614387391967464,8.337447440916343
